StudentID,CourseID,Grade,ExamScore,AssignmentScore
S047,C227,D,55,54
S047,C228,B,76,75
S047,C229,B,73,76
S047,C230,A,86,96
S047,C231,C,69,66
S047,C232,A,86,98
S047,C233,D,54,50
S047,C234,A,98,93
S047,C235,B,73,76
S047,C236,B,77,78
S047,C237,C,66,69
S047,C238,A,81,82
S047,C239,C,60,62
S047,C240,F,37,9
S047,C241,C,65,69
S047,C242,A,100,81
S047,C243,B,78,75
S047,C244,A,88,95
S047,C245,B,73,73
S047,C246,C,65,66
S047,C247,C,60,63
S047,C248,A,96,94
S047,C249,B,78,73
S047,C250,C,61,68
S048,C201,B,75,75
S048,C202,C,64,66
S048,C203,C,66,65
S048,C204,C,61,63
S048,C205,B,74,72
S048,C206,B,70,79
S048,C207,D,54,57
S048,C208,B,70,73
S048,C209,A,84,97
S048,C210,A,90,96
S048,C211,C,68,61
S048,C212,B,75,72
S048,C213,C,62,64
S048,C214,D,52,51
S048,C215,B,70,76
S048,C216,B,75,76
S048,C217,B,76,72
S048,C218,A,97,93
S048,C219,A,90,97
S048,C220,D,58,56
S048,C221,C,68,61
S048,C222,A,91,94
S048,C223,D,57,56
S048,C224,A,88,89
S048,C225,A,94,97
S048,C226,B,75,72
S048,C227,A,94,93
S048,C228,B,77,76
S048,C229,C,62,69
S048,C230,B,70,71
S048,C231,C,64,65
S048,C232,A,80,81
S048,C233,D,54,57
S048,C234,B,79,75
S048,C235,B,71,77
S048,C236,C,63,66
S048,C237,C,63,68
S048,C238,D,59,52
S048,C239,B,79,74
S048,C240,B,71,70
S048,C241,B,78,75
S048,C242,B,79,73
S048,C243,F,42,46
S048,C244,A,80,83
S048,C245,C,66,60
S048,C246,B,74,78
S048,C247,C,68,63
S048,C248,D,55,59
S048,C249,B,77,76
S048,C250,C,62,62
S049,C201,B,79,79
S049,C202,F,29,1
S049,C203,C,62,64
S049,C204,C,69,63
S049,C205,B,78,79
S049,C206,B,76,78
S049,C207,C,63,61
S049,C208,C,64,62
S049,C209,A,94,91
S049,C210,C,69,64
S049,C211,C,68,64
S049,C212,A,98,80
S049,C213,B,73,72
S049,C214,A,100,87
S049,C215,B,76,74
S049,C216,F,14,18
S049,C217,A,80,80
S049,C218,D,50,51
S049,C219,D,55,57
S049,C220,A,99,100
S049,C221,B,76,77
S049,C222,C,69,65
S049,C223,F,42,15
S049,C224,C,63,63
S049,C225,C,64,67
S049,C226,A,89,87
S049,C227,B,72,74
S049,C228,B,78,72
S049,C229,A,85,90
S049,C230,A,96,88
S049,C231,B,77,73
S049,C232,A,99,84
S049,C233,A,94,86
S049,C234,A,91,87
S049,C235,A,98,91
S049,C236,D,51,57
S049,C237,C,66,69
S049,C238,B,71,71
S049,C239,C,69,64
S049,C240,C,61,68
S049,C241,C,62,65
S049,C242,C,61,65
S049,C243,D,56,50
S049,C244,C,63,67
S049,C245,B,74,76
S049,C246,A,92,98
S049,C247,A,87,87
S049,C248,D,56,56
S049,C249,C,63,66
S049,C250,C,67,65
S050,C201,C,60,63
S050,C202,A,88,100
S050,C203,A,88,87
S050,C204,C,64,64
S050,C205,B,74,70
S050,C206,C,67,61
S050,C207,D,50,58
S050,C208,A,95,91
S050,C209,B,74,70
S050,C210,A,89,91
S050,C211,C,61,62
S050,C212,B,76,79
S050,C213,A,82,85
S050,C214,A,93,87
S050,C215,A,81,87
S050,C216,B,79,73
S050,C217,A,94,89
S050,C218,C,62,67
S050,C219,C,65,68
S050,C220,B,78,77
S050,C221,D,58,54
S050,C222,B,75,71
S050,C223,C,69,65
S050,C224,B,70,76
S050,C225,A,96,97
S050,C226,A,86,87
S050,C227,A,98,83
S050,C228,B,70,74
S050,C229,D,51,52
S050,C230,B,79,78
S050,C231,D,53,59
S050,C232,D,51,52
S050,C233,A,84,99
S050,C234,A,84,80
S050,C235,A,83,94
S050,C236,A,97,85
S050,C237,C,63,61
S050,C238,A,94,93
S050,C239,C,68,62
S050,C240,C,61,63
S050,C241,C,65,63
S050,C242,A,99,88
S050,C243,C,64,64
S050,C244,B,77,76
S050,C245,B,72,78
S050,C246,A,92,92
S050,C247,D,51,53
S050,C248,C,69,63
S050,C249,A,86,94
S050,C250,B,79,74
S051,C201,D,53,59
S051,C202,D,52,57
S051,C203,D,55,54
S051,C204,C,64,69
S051,C205,C,62,64
S051,C206,C,64,63
S051,C207,A,97,85
S051,C208,D,56,58
S051,C209,A,85,84
S051,C210,C,64,69
S051,C211,F,5,35
S051,C212,C,66,67
S051,C213,C,61,62
S051,C214,A,87,85
S051,C215,C,64,62
S051,C216,D,56,59
S051,C217,C,64,66
S051,C218,A,92,81
S051,C219,C,63,66
S051,C220,A,83,97
S051,C221,C,61,67
S051,C222,B,70,75
S051,C223,A,90,92
S051,C224,C,62,64
S051,C225,D,57,50
S051,C226,C,67,68
S051,C227,C,62,69
S051,C228,B,71,76
S051,C229,B,70,71
S051,C230,C,60,65
S051,C231,C,62,65
S051,C232,B,76,72
S051,C233,A,91,81
S051,C234,B,73,77
S051,C235,C,63,64
S051,C236,C,69,62
S051,C237,A,87,99
S051,C238,C,60,66
S051,C239,A,96,94
S051,C240,C,65,67
S051,C241,B,73,79
S051,C242,B,70,78
S051,C243,C,63,67
S051,C244,A,82,92
S051,C245,B,72,71
S051,C246,B,77,75
S051,C247,B,73,72
S051,C248,B,72,75
S051,C249,A,93,97
S051,C250,C,60,65
S052,C201,C,61,67
S052,C202,A,90,90
S052,C203,B,73,75
S052,C204,A,92,100
S052,C205,C,69,61
S052,C206,C,60,63
S052,C207,B,75,70
S052,C208,B,74,78
S052,C209,C,63,67
S052,C210,D,53,53
S052,C211,D,58,55
S052,C212,D,50,52
S052,C213,A,85,97
S052,C214,B,74,70
S052,C215,C,65,62
S052,C216,C,62,65
S052,C217,A,92,84
S052,C218,C,63,67
S052,C219,B,75,75
S052,C220,B,78,74
S052,C221,A,86,80
S052,C222,C,63,63
S052,C223,C,63,64
S052,C224,C,60,62
S052,C225,C,67,68
S052,C226,A,97,88
S052,C227,A,89,83
S052,C228,C,61,60
S052,C229,A,93,89
S052,C230,A,94,82
S052,C231,C,62,61
S052,C232,C,68,65
S052,C233,C,63,62
S052,C234,B,70,72
S052,C235,C,61,69
S052,C236,A,97,98
S052,C237,D,55,51
S052,C238,B,71,79
S052,C239,A,97,90
S052,C240,A,92,90
S052,C241,C,61,69
S052,C242,B,74,73
S052,C243,B,75,71
S052,C244,C,69,67
S052,C245,D,56,56
S052,C246,B,71,75
S052,C247,C,66,68
S052,C248,A,91,93
S052,C249,D,56,58
S052,C250,A,85,84
S053,C201,B,72,76
S053,C202,B,77,79
S053,C203,B,72,77
S053,C204,D,52,58
S053,C205,B,75,76
S053,C206,B,75,79
S053,C207,B,71,70
S053,C208,C,69,61
S053,C209,C,67,60
S053,C210,C,66,63
S053,C211,C,66,68
S053,C212,B,76,79
S053,C213,B,72,79
S053,C214,C,66,69
S053,C215,D,51,57
S053,C216,A,91,91
S053,C217,A,81,92
S053,C218,C,67,69
S053,C219,A,99,84
S053,C220,B,72,71
S053,C221,D,55,53
S053,C222,A,91,85
S053,C223,A,91,85
S053,C224,D,53,55
S053,C225,F,1,24
S053,C226,C,61,69
S053,C227,A,89,91
S053,C228,D,52,50
S053,C229,A,98,87
S053,C230,B,76,76
S053,C231,A,98,89
S053,C232,B,76,70
S053,C233,C,68,63
S053,C234,A,99,83
S053,C235,C,64,66
S053,C236,C,61,61
S053,C237,A,85,100
S053,C238,A,82,88
S053,C239,A,84,93
S053,C240,B,78,73
S053,C241,F,21,1
S053,C242,C,69,63
S053,C243,C,63,61
S053,C244,B,70,77
S053,C245,D,57,59
S053,C246,C,66,69
S053,C247,A,92,98
S053,C248,B,75,78
S053,C249,B,74,76
S053,C250,B,73,72
S054,C201,C,64,60
S054,C202,B,74,77
S054,C203,B,70,73
S054,C204,C,69,62
S054,C205,A,98,89
S054,C206,C,62,61
S054,C207,B,73,70
S054,C208,C,63,61
S054,C209,A,89,98
S054,C210,B,74,78
S054,C211,D,50,56
S054,C212,A,89,81
S054,C213,B,71,75
S054,C214,F,8,35
S054,C215,A,80,94
S054,C216,D,52,57
S054,C217,B,74,77
S054,C218,B,73,76
S054,C219,D,55,53
S054,C220,C,65,61
S054,C221,B,75,71
S054,C222,C,66,63
S054,C223,B,78,73
S054,C224,C,61,69
S054,C225,C,61,63
S054,C226,A,80,93
S054,C227,A,89,100
S054,C228,A,94,91
S054,C229,A,94,87
S054,C230,D,57,52
S054,C231,B,70,71
S054,C232,B,72,72
S054,C233,B,70,77
S054,C234,B,77,74
S054,C235,A,82,83
S054,C236,C,66,68
S054,C237,C,63,62
S054,C238,B,74,74
S054,C239,A,98,97
S054,C240,A,81,90
S054,C241,C,67,62
S054,C242,C,69,64
S054,C243,B,76,74
S054,C244,B,79,74
S054,C245,C,63,67
S054,C246,C,63,66
S054,C247,B,71,74
S054,C248,B,71,76
S054,C249,A,92,91
S054,C250,D,55,53
S055,C201,B,76,71
S055,C202,B,76,70
S055,C203,C,65,65
S055,C204,D,55,55
S055,C205,B,72,74
S055,C206,B,73,77
S055,C207,B,75,77
S055,C208,C,60,66
S055,C209,A,98,92
S055,C210,C,68,63
S055,C211,A,91,96
S055,C212,B,79,77
S055,C213,D,50,50
S055,C214,C,66,69
S055,C215,B,73,71
S055,C216,A,81,83
S055,C217,C,67,61
S055,C218,C,64,67
S055,C219,B,77,74
S055,C220,B,77,74
S055,C221,A,92,94
S055,C222,A,99,94
S055,C223,C,62,68
S055,C224,F,6,25
S055,C225,C,69,61
S055,C226,C,66,68
S055,C227,C,67,61
S055,C228,C,61,66
S055,C229,C,64,64
S055,C230,C,61,68
S055,C231,B,75,73
S055,C232,C,65,66
S055,C233,D,52,52
S055,C234,C,64,61
S055,C235,B,74,79
S055,C236,C,62,65
S055,C237,C,69,63
S055,C238,C,65,69
S055,C239,F,43,3
S055,C240,C,61,60
S055,C241,C,60,61
S055,C242,C,63,69
S055,C243,C,60,68
S055,C244,C,63,66
S055,C245,A,81,90
S055,C246,A,99,100
S055,C247,B,77,79
S055,C248,A,83,81
S055,C249,C,66,69
S055,C250,D,58,50
S056,C201,A,91,87
S056,C202,B,75,76
S056,C203,D,51,55
S056,C204,B,78,74
S056,C205,C,61,68
S056,C206,C,68,62
S056,C207,A,81,90
S056,C208,C,66,64
S056,C209,C,62,69
S056,C210,C,64,63
S056,C211,B,70,71
S056,C212,B,79,77
S056,C213,B,71,74
S056,C214,A,99,86
S056,C215,B,71,73
S056,C216,B,79,78
S056,C217,A,87,89
S056,C218,C,68,60
S056,C219,B,71,77
S056,C220,D,58,50
S056,C221,B,73,77
S056,C222,C,69,64
S056,C223,C,66,68
S056,C224,B,73,72
S056,C225,C,67,65
S056,C226,A,90,90
S056,C227,C,62,64
S056,C228,A,93,99
S056,C229,C,60,62
S056,C230,B,70,77
S056,C231,F,9,32
S056,C232,B,77,70
S056,C233,C,67,66
S056,C234,B,75,73
S056,C235,B,76,71
S056,C236,A,94,92
S056,C237,B,76,78
S056,C238,F,0,3
S056,C239,A,94,91
S056,C240,D,52,51
S056,C241,B,70,70
S056,C242,B,71,70
S056,C243,C,67,61
S056,C244,A,99,84
S056,C245,A,89,99
S056,C246,D,51,53
S056,C247,B,79,73
S056,C248,B,71,75
S056,C249,A,98,80
S056,C250,B,71,74
S057,C201,B,75,70
S057,C202,B,76,73
S057,C203,B,75,78
S057,C204,C,68,63
S057,C205,C,64,64
S057,C206,A,99,100
S057,C207,D,52,50
S057,C208,A,81,89
S057,C209,C,68,67
S057,C210,C,61,64
S057,C211,C,63,67
S057,C212,A,90,95
S057,C213,C,60,67
S057,C214,B,79,71
S057,C215,C,67,62
S057,C216,C,66,65
S057,C217,B,73,73
S057,C218,B,73,72
S057,C219,B,77,71
S057,C220,C,69,65
S057,C221,C,60,64
S057,C222,B,76,76
S057,C223,C,67,60
S057,C224,B,70,75
S057,C225,A,89,99
S057,C226,C,61,67
S057,C227,C,67,62
S057,C228,B,76,79
S057,C229,C,67,62
S057,C230,C,69,64
S057,C231,A,91,80
S057,C232,C,62,60
S057,C233,C,60,66
S057,C234,A,86,94
S057,C235,B,74,72
S057,C236,B,77,72
S057,C237,C,64,61
S057,C238,B,73,78
S057,C239,A,95,92
S057,C240,D,58,58
S057,C241,C,63,63
S057,C242,C,68,63
S057,C243,B,74,72
S057,C244,B,72,71
S057,C245,C,68,67
S057,C246,A,87,98
S057,C247,A,89,82
S057,C248,B,71,77
S057,C249,D,52,53
S057,C250,C,63,68
S058,C201,C,64,60
S058,C202,F,39,19
S058,C203,C,63,68
S058,C204,B,78,76
S058,C205,B,77,73
S058,C206,C,68,64
S058,C207,B,72,70
S058,C208,C,69,66
S058,C209,B,77,73
S058,C210,C,67,68
S058,C211,A,87,85
S058,C212,B,78,79
S058,C213,B,74,75
S058,C214,C,60,61
S058,C215,A,100,83
S058,C216,D,51,51
S058,C217,C,66,64
S058,C218,B,70,76
S058,C219,C,69,67
S058,C220,C,62,69
S058,C221,C,67,60
S058,C222,B,74,79
S058,C223,C,62,62
S058,C224,C,64,69
S058,C225,B,74,72
S058,C226,B,70,72
S058,C227,C,60,66
S058,C228,B,75,74
S058,C229,A,95,97
S058,C230,B,71,79
S058,C231,B,76,73
S058,C232,A,81,83
S058,C233,B,79,74
S058,C234,B,72,76
S058,C235,B,74,74
S058,C236,C,67,61
S058,C237,C,60,65
S058,C238,D,51,53
S058,C239,A,89,89
S058,C240,B,79,75
S058,C241,D,53,52
S058,C242,A,81,85
S058,C243,A,97,89
S058,C244,A,100,85
S058,C245,C,60,62
S058,C246,C,60,62
S058,C247,A,84,83
S058,C248,A,80,83
S058,C249,B,70,75
S058,C250,B,72,76
S059,C201,C,67,64
S059,C202,C,62,60
S059,C203,C,62,60
S059,C204,B,79,79
S059,C205,B,72,70
S059,C206,D,57,57
S059,C207,A,87,98
S059,C208,A,100,96
S059,C209,C,61,65
S059,C210,C,65,64
S059,C211,B,76,73
S059,C212,B,74,78
S059,C213,B,73,77
S059,C214,C,60,62
S059,C215,A,87,98
S059,C216,B,78,72
S059,C217,A,94,83
S059,C218,B,74,70
S059,C219,C,69,61
S059,C220,C,66,63
S059,C221,B,75,72
S059,C222,C,62,63
S059,C223,C,68,60
S059,C224,B,71,76
S059,C225,C,65,61
S059,C226,D,58,58
S059,C227,C,68,69
S059,C228,D,58,54
S059,C229,A,87,97
S059,C230,D,55,57
S059,C231,C,64,62
S059,C232,A,86,99
S059,C233,A,93,85
S059,C234,B,70,77
S059,C235,C,63,65
S059,C236,A,91,94
S059,C237,B,70,73
S059,C238,C,69,64
S059,C239,B,70,76
S059,C240,A,99,89
S059,C241,A,98,86
S059,C242,C,62,68
S059,C243,B,76,73
S059,C244,D,52,54
S059,C245,A,85,81
S059,C246,A,91,81
S059,C247,C,63,60
S059,C248,C,69,66
S059,C249,A,84,94
S059,C250,B,76,77
S060,C201,A,98,98
S060,C202,B,79,75
S060,C203,C,61,62
S060,C204,B,79,74
S060,C205,A,81,91
S060,C206,C,62,65
S060,C207,B,76,75
S060,C208,C,69,66
S060,C209,C,67,66
S060,C210,C,69,68
S060,C211,A,97,93
S060,C212,A,91,98
S060,C213,C,62,68
S060,C214,A,82,92
S060,C215,B,78,70
S060,C216,A,83,88
S060,C217,C,62,65
S060,C218,F,6,17
S060,C219,C,65,69
S060,C220,C,63,67
S060,C221,B,79,76
S060,C222,A,99,85
S060,C223,B,74,73
S060,C224,B,76,77
S060,C225,C,62,66
S060,C226,C,60,66
S060,C227,D,53,50
S060,C228,A,80,97
S060,C229,C,63,63
S060,C230,B,70,72
S060,C231,C,62,60
S060,C232,A,91,82
S060,C233,A,96,82
S060,C234,B,71,70
S060,C235,D,52,57
S060,C236,A,90,97
S060,C237,B,74,74
S060,C238,B,74,79
S060,C239,B,74,76
S060,C240,F,28,44
S060,C241,C,64,62
S060,C242,F,14,5
S060,C243,B,79,74
S060,C244,B,70,75
S060,C245,B,77,72
S060,C246,A,89,100
S060,C247,C,60,60
S060,C248,B,75,70
S060,C249,B,71,76
S060,C250,B,76,71
S061,C201,F,20,4
S061,C202,D,55,52
S061,C203,F,5,49
S061,C204,C,61,65
S061,C205,D,59,57
S061,C206,C,60,68
S061,C207,D,53,52
S061,C208,D,55,58
S061,C209,D,55,54
S061,C210,F,44,2
S061,C211,D,57,59
S061,C212,F,45,45
S061,C213,D,58,59
S061,C214,D,53,52
S061,C215,F,17,27
S061,C216,C,66,62
S061,C217,D,59,53
S061,C218,B,74,75
S061,C219,C,63,66
S061,C220,D,54,58
S061,C221,F,7,20
S061,C222,D,53,54
S061,C223,D,58,59
S061,C224,D,52,59
S061,C225,D,56,53
S061,C226,C,66,63
S061,C227,D,58,53
S061,C228,C,66,61
S061,C229,D,52,59
S061,C230,D,53,50
S061,C231,C,63,68
S061,C232,C,67,61
S061,C233,D,52,58
S061,C234,D,58,53
S061,C235,D,56,51
S061,C236,D,57,53
S061,C237,D,52,56
S061,C238,C,67,67
S061,C239,D,51,56
S061,C240,B,74,70
S061,C241,C,65,67
S061,C242,D,56,58
S061,C243,F,17,19
S061,C244,F,0,47
S061,C245,F,26,18
S061,C246,D,53,57
S061,C247,F,3,30
S061,C248,D,59,56
S061,C249,C,63,68
S061,C250,C,68,65
S062,C201,F,26,16
S062,C202,D,55,55
S062,C203,D,57,59
S062,C204,D,57,58
S062,C205,D,58,54
S062,C206,F,33,43
S062,C207,D,53,59
S062,C208,C,69,66
S062,C209,C,65,68
S062,C210,D,51,53
S062,C211,B,74,72
S062,C212,D,53,59
S062,C213,F,27,37
S062,C214,C,65,67
S062,C215,F,10,5
S062,C216,C,64,68
S062,C217,F,17,32
S062,C218,D,55,53
S062,C219,D,52,57
S062,C220,D,57,52
S062,C221,F,0,25
S062,C222,D,59,50
S062,C223,C,67,63
S062,C224,F,36,21
S062,C225,D,52,52
S062,C226,C,68,67
S062,C227,C,66,69
S062,C228,F,7,17
S062,C229,D,54,54
S062,C230,F,29,44
S062,C231,F,14,38
S062,C232,D,52,59
S062,C233,C,68,66
S062,C234,D,57,57
S062,C235,D,58,54
S062,C236,D,52,52
S062,C237,D,55,51
S062,C238,D,53,52
S062,C239,D,56,53
S062,C240,B,75,73
S062,C241,D,56,50
S062,C242,F,1,42
S062,C243,C,68,64
S062,C244,F,12,8
S062,C245,F,9,24
S062,C246,F,1,5
S062,C247,F,27,28
S062,C248,D,51,55
S062,C249,F,26,28
S062,C250,C,60,64
S063,C201,D,53,57
S063,C202,F,19,33
S063,C203,F,1,6
S063,C204,F,24,31
S063,C205,D,56,55
S063,C206,D,53,52
S063,C207,D,53,56
S063,C208,D,51,59
S063,C209,C,60,66
S063,C210,D,53,58
S063,C211,D,56,53
S063,C212,F,10,1
S063,C213,D,51,55
S063,C214,D,53,59
S063,C215,D,58,54
S063,C216,C,68,67
S063,C217,D,52,57
S063,C218,C,69,66
S063,C219,F,21,44
S063,C220,D,59,56
S063,C221,D,57,58
S063,C222,F,16,23
S063,C223,B,72,73
S063,C224,D,55,59
S063,C225,C,64,62
S063,C226,F,32,48
S063,C227,C,69,64
S063,C228,F,14,7
S063,C229,D,55,55
S063,C230,D,52,56
S063,C231,B,79,71
S063,C232,D,50,57
S063,C233,D,51,58
S063,C234,D,51,59
S063,C235,C,63,61
S063,C236,B,71,72
S063,C237,C,65,61
S063,C238,D,58,50
S063,C239,D,55,56
S063,C240,D,59,56
S063,C241,D,55,56
S063,C242,F,3,28
S063,C243,C,65,66
S063,C244,D,50,51
S063,C245,D,55,50
S063,C246,D,57,50
S063,C247,D,58,55
S063,C248,D,50,50
S063,C249,D,53,51
S063,C250,B,75,75
S064,C201,D,56,59
S064,C202,D,50,52
S064,C203,F,49,47
S064,C204,C,64,61
S064,C205,D,57,55
S064,C206,B,77,75
S064,C207,D,52,51
S064,C208,F,1,37
S064,C209,F,0,30
S064,C210,D,51,51
S064,C211,C,66,61
S064,C212,D,56,52
S064,C213,D,59,56
S064,C214,F,40,1
S064,C215,C,62,67
S064,C216,D,52,54
S064,C217,D,55,54
S064,C218,D,57,56
S064,C219,D,53,55
S064,C220,F,31,6
S064,C221,D,52,59
S064,C222,F,45,24
S064,C223,C,62,66
S064,C224,F,16,40
S064,C225,D,50,55
S064,C226,D,52,56
S064,C227,D,54,51
S064,C228,F,22,32
S064,C229,C,66,68
S064,C230,D,57,59
S064,C231,F,17,12
S064,C232,C,62,60
S064,C233,D,52,54
S064,C234,B,76,70
S064,C235,F,26,32
S064,C236,F,4,47
S064,C237,F,33,6
S064,C238,D,50,56
S064,C239,C,62,68
S064,C240,B,74,78
S064,C241,D,51,59
S064,C242,D,50,53
S064,C243,D,56,59
S064,C244,C,60,64
S064,C245,C,62,60
S064,C246,D,51,52
S064,C247,D,58,56
S064,C248,D,54,57
S064,C249,D,52,57
S064,C250,F,43,33
S065,C201,D,57,56
S065,C202,F,20,0
S065,C203,C,68,68
S065,C204,C,69,65
S065,C205,F,42,32
S065,C206,D,58,50
S065,C207,D,52,50
S065,C208,C,60,69
S065,C209,C,60,63
S065,C210,D,54,58
S065,C211,D,54,57
S065,C212,F,44,21
S065,C213,D,59,56
S065,C214,D,54,59
S065,C215,D,52,59
S065,C216,C,67,60
S065,C217,F,3,35
S065,C218,F,1,25
S065,C219,B,76,76
S065,C220,D,53,53
S065,C221,B,75,72
S065,C222,D,53,54
S065,C223,C,61,62
S065,C224,D,50,55
S065,C225,C,68,67
S065,C226,C,66,63
S065,C227,D,51,59
S065,C228,D,54,55
S065,C229,C,65,62
S065,C230,D,58,56
S065,C231,D,55,51
S065,C232,C,69,65
S065,C233,D,52,55
S065,C234,C,69,60
S065,C235,D,50,50
S065,C236,D,53,55
S065,C237,D,50,50
S065,C238,D,53,59
S065,C239,C,69,61
S065,C240,C,69,65
S065,C241,D,50,50
S065,C242,F,31,23
S065,C243,C,69,69
S065,C244,D,56,58
S065,C245,B,74,79
S065,C246,D,56,56
S065,C247,C,61,65
S065,C248,F,10,22
S065,C249,F,42,47
S065,C250,D,54,52
S066,C201,F,4,40
S066,C202,F,41,42
S066,C203,C,66,62
S066,C204,D,51,57
S066,C205,F,22,1
S066,C206,F,29,29
S066,C207,D,55,54
S066,C208,B,75,78
S066,C209,D,50,51
S066,C210,C,64,65
S066,C211,F,40,31
S066,C212,D,59,56
S066,C213,F,10,48
S066,C214,D,57,54
S066,C215,F,38,15
S066,C216,D,58,53
S066,C217,C,63,60
S066,C218,C,63,64
S066,C219,D,53,57
S066,C220,F,16,11
S066,C221,C,61,62
S066,C222,D,59,55
S066,C223,F,37,24
S066,C224,D,53,56
S066,C225,C,64,65
S066,C226,F,28,16
S066,C227,C,62,65
S066,C228,D,51,59
S066,C229,F,46,1
S066,C230,D,58,51
S066,C231,C,62,60
S066,C232,D,57,57
S066,C233,D,55,51
S066,C234,C,63,60
S066,C235,D,57,54
S066,C236,F,0,49
S066,C237,D,59,58
S066,C238,D,59,59
S066,C239,F,10,14
S066,C240,F,9,30
S066,C241,F,5,40
S066,C242,D,53,54
S066,C243,F,22,1
S066,C244,C,62,63
S066,C245,B,75,79
S066,C246,F,37,42
S066,C247,D,53,59
S066,C248,C,62,61
S066,C249,D,52,57
S066,C250,D,57,56
S067,C201,D,56,56
S067,C202,F,10,33
S067,C203,B,74,70
S067,C204,B,77,78
S067,C205,B,73,75
S067,C206,C,68,68
S067,C207,C,62,60
S067,C208,F,40,28
S067,C209,F,16,16
S067,C210,F,17,36
S067,C211,C,62,67
S067,C212,D,59,51
S067,C213,F,48,19
S067,C214,F,18,12
S067,C215,F,33,19
S067,C216,D,59,58
S067,C217,D,58,57
S067,C218,F,25,29
S067,C219,D,53,50
S067,C220,B,75,70
S067,C221,D,57,51
S067,C222,C,60,67
S067,C223,D,52,55
S067,C224,D,53,51
S067,C225,F,7,28
S067,C226,D,52,54
S067,C227,D,56,55
S067,C228,F,23,15
S067,C229,F,13,18
S067,C230,C,66,61
S067,C231,D,55,52
S067,C232,C,67,62
S067,C233,D,56,55
S067,C234,C,68,64
S067,C235,D,58,58
S067,C236,D,54,51
S067,C237,D,58,53
S067,C238,F,30,20
S067,C239,D,53,51
S067,C240,D,58,52
S067,C241,D,57,58
S067,C242,F,29,26
S067,C243,D,59,56
S067,C244,F,8,41
S067,C245,D,56,57
S067,C246,D,53,54
S067,C247,B,72,79
S067,C248,C,67,69
S067,C249,D,56,56
S067,C250,D,51,56
S068,C201,F,12,13
S068,C202,D,58,50
S068,C203,D,56,53
S068,C204,D,53,52
S068,C205,F,26,29
S068,C206,D,59,55
S068,C207,B,72,72
S068,C208,B,78,73
S068,C209,B,72,72
S068,C210,D,52,56
S068,C211,F,14,39
S068,C212,D,52,51
S068,C213,F,35,40
S068,C214,C,64,62
S068,C215,D,53,56
S068,C216,C,62,68
S068,C217,F,21,39
S068,C218,B,71,73
S068,C219,D,50,50
S068,C220,D,55,56
S068,C221,F,6,32
S068,C222,F,8,0
S068,C223,D,59,50
S068,C224,F,24,1
S068,C225,F,40,41
S068,C226,D,54,57
S068,C227,C,61,65
S068,C228,F,3,18
S068,C229,F,18,5
S068,C230,D,50,52
S068,C231,C,65,69
S068,C232,D,53,59
S068,C233,C,63,62
S068,C234,F,42,46
S068,C235,D,57,51
S068,C236,F,22,19
S068,C237,D,54,58
S068,C238,D,59,55
S068,C239,F,41,41
S068,C240,F,31,25
S068,C241,D,57,59
S068,C242,C,65,65
S068,C243,D,51,55
S068,C244,F,32,34
S068,C245,F,16,40
S068,C246,D,51,57
S068,C247,D,57,56
S068,C248,C,67,68
S068,C249,D,57,55
S068,C250,D,54,51
S069,C201,F,42,29
S069,C202,B,73,73
S069,C203,F,39,38
S069,C204,D,51,51
S069,C205,C,60,67
S069,C206,C,62,68
S069,C207,F,18,41
S069,C208,D,55,56
S069,C209,F,10,15
S069,C210,C,65,63
S069,C211,D,55,54
S069,C212,C,69,64
S069,C213,D,55,58
S069,C214,D,52,50
S069,C215,C,67,64
S069,C216,D,58,59
S069,C217,D,55,58
S069,C218,D,58,59
S069,C219,F,1,12
S069,C220,F,35,0
S069,C221,D,57,58
S069,C222,C,68,67
S069,C223,F,16,0
S069,C224,C,61,62
S069,C225,C,63,68
S069,C226,D,59,56
S069,C227,D,56,52
S069,C228,C,68,67
S069,C229,C,69,61
S069,C230,C,62,64
S069,C231,F,22,45
S069,C232,B,71,72
S069,C233,C,62,68
S069,C234,D,53,52
S069,C235,C,65,69
S069,C236,D,57,58
S069,C237,D,50,54
S069,C238,D,57,57
S069,C239,D,51,55
S069,C240,D,59,52
S069,C241,D,52,56
S069,C242,D,57,58
S069,C243,D,54,55
S069,C244,D,50,59
S069,C245,D,54,54
S069,C246,F,36,5
S069,C247,F,10,24
S069,C248,D,52,54
S069,C249,B,74,73
S069,C250,D,58,57
S070,C201,D,58,51
S070,C202,F,12,28
S070,C203,D,52,57
S070,C204,F,45,18
S070,C205,D,54,50
S070,C206,B,77,78
S070,C207,F,48,12
S070,C208,B,70,76
S070,C209,D,57,52
S070,C210,C,66,68
S070,C211,D,55,54
S070,C212,D,52,59
S070,C213,F,36,16
S070,C214,C,69,63
S070,C215,D,57,53
S070,C216,C,67,63
S070,C217,D,52,58
S070,C218,F,7,38
S070,C219,D,57,51
S070,C220,D,58,55
S070,C221,D,54,58
S070,C222,F,3,41
S070,C223,D,50,52
S070,C224,C,66,62
S070,C225,F,36,43
S070,C226,D,54,51
S070,C227,F,4,37
S070,C228,D,59,53
S070,C229,D,51,54
S070,C230,D,59,56
S070,C231,D,55,57
S070,C232,D,51,50
S070,C233,D,51,51
S070,C234,C,65,68
S070,C235,C,64,64
S070,C236,F,12,10
S070,C237,B,79,78
S070,C238,D,59,55
S070,C239,D,53,54
S070,C240,D,59,50
